TiempoDesdeInicioSesion,TimestampVideo,LatenciaVideo
29.45,10.6,1783452745551,1783452743621
29.49,18.6,1783452745584,1783452743662
29.52,13.6,1783452745617,1783452743690
29.57,35.6,1783452745650,1783452743745
29.59,15.6,1783452745685,1783452743760
29.61,9.6,1783452745718,1783452743787
29.66,17.6,1783452745752,1783452743829
29.68,11.6,1783452745785,1783452743856
29.71,7.6,1783452745818,1783452743885
29.75,13.6,1783452745853,1783452743926
29.79,20.6,1783452745887,1783452743967
29.82,16.6,1783452745920,1783452743996
29.85,9.6,1783452745953,1783452744022
29.89,18.6,1783452745987,1783452744065
29.92,13.6,1783452746020,1783452744093
29.95,8.6,1783452746053,1783452744121
29.99,15.6,1783452746087,1783452744162
30.02,7.6,1783452746122,1783452744189
30.06,15.6,1783452746156,1783452744231
30.09,10.6,1783452746189,1783452744259
30.11,7.6,1783452746221,1783452744288
30.16,11.6,1783452746257,1783452744328
30.18,7.6,1783452746289,1783452744356
30.23,15.6,1783452746323,1783452744398
30.25,10.6,1783452746356,1783452744426
30.29,17.6,1783452746391,1783452744468
30.32,11.6,1783452746424,1783452744495
30.35,5.6,1783452746457,1783452744522
30.39,14.6,1783452746491,1783452744565
30.42,9.6,1783452746524,1783452744593
30.46,17.6,1783452746557,1783452744634
30.49,10.6,1783452746592,1783452744662
30.53,17.6,1783452746626,1783452744703
30.56,14.6,1783452746658,1783452744732
30.59,6.6,1783452746693,1783452744759
30.63,15.6,1783452746726,1783452744801
30.66,8.6,1783452746760,1783452744828
30.70,17.6,1783452746793,1783452744870
30.72,9.6,1783452746828,1783452744897
30.75,5.6,1783452746861,1783452744926
30.79,14.6,1783452746894,1783452744968
30.82,9.6,1783452746927,1783452744996
30.86,14.6,1783452746963,1783452745037
30.89,11.6,1783452746993,1783452745064
30.92,4.6,1783452747028,1783452745092
30.96,11.6,1783452747062,1783452745133
30.99,5.6,1783452747096,1783452745161
31.03,15.6,1783452747128,1783452745203
31.06,9.6,1783452747163,1783452745232
31.10,17.6,1783452747196,1783452745273
31.13,10.6,1783452747230,1783452745300
31.17,18.6,1783452747264,1783452745342
31.20,13.9,1783452747296,1783452745370
31.22,6.9,1783452747330,1783452745397
31.27,14.9,1783452747364,1783452745439
31.29,8.9,1783452747398,1783452745467
31.34,16.9,1783452747432,1783452745509
31.36,10.9,1783452747465,1783452745536
31.39,4.9,1783452747499,1783452745564
31.43,12.9,1783452747532,1783452745605
31.46,6.9,1783452747566,1783452745633
31.50,15.9,1783452747600,1783452745676
31.53,9.9,1783452747632,1783452745702
31.57,17.9,1783452747667,1783452745745
31.60,12.9,1783452747700,1783452745773
